CHEMBL_ID_compound	canonical_smiles	CHEMBL_ID_protein	accession	L1	L2	L3	L4	L5	L6	L7	L8	year	binding_type	activity_id	pchembl_value	binding_binary	Subset
CHEMBL3287617	COc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc(F)cc3)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735558	7.68	0	test
CHEMBL3287651	Fc1ccc(cc1)C(=O)N[C@H]2CCCC[C@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14737738	6.53	0	test
CHEMBL3287652	CCCCC(NC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc2ccc(cc2)[N+](=O)[O-])C(=O)N[C@@H](CCCCN)C(=O)OC	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735592	7.62	0	test
CHEMBL3287650	Fc1ccc(NC(=O)[C@@H]2CCCC[C@H]2NCc3c[nH]c4ccccc34)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735591	6.41	0	test
CHEMBL3287649	Fc1ccc(NC(=O)[C@@H]2CCCC[C@@H]2NCc3c[nH]c4ccccc34)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735590	7.81	0	test
CHEMBL3287648	Fc1ccc(NC(=O)O[C@@H]2CCCC[C@@H]2NCc3ccc(Cl)c(Cl)c3)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735589	6.61	0	test
CHEMBL3287647	Fc1ccc(NC(=O)N[C@@H]2CCCC[C@@H]2NCc3ccc(Cl)c(Cl)c3)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735588	8.05	0	test
CHEMBL3287646	Fc1ccc(cc1F)C(=O)O[C@@H]2CCCC[C@@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735587	5.89	0	test
CHEMBL3287643	CN(Cc1c[nH]c2ccccc12)[C@H]3CCCC[C@H]3NC(=O)c4ccc(F)cc4	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735584	6.7	0	test
CHEMBL3287642	Fc1ccc(cc1)C(=O)Nc2ccccc2NCc3ccc(Cl)c(Cl)c3	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735583	5.24	0	test
CHEMBL3287639	Fc1ccc(cc1)C(=O)NCCNCc2c[nH]c3ccccc23	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735580	5.63	0	test
CHEMBL3287637	Fc1ccc(cc1)C(=O)N[C@@H]2C[C@@H]2NCc3ccc(Cl)c(Cl)c3	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735578	6.05	0	test
CHEMBL3287636	Fc1ccc(cc1F)C(=O)N[C@H]2CCC[C@@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735577	5.63	0	test
CHEMBL3287635	Fc1ccc(cc1F)C(=O)N[C@@H]2CCC[C@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735576	7.52	0	test
CHEMBL3287634	Fc1ccc(cc1)C(=O)N[C@H]2CCC[C@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735575	6.63	0	test
CHEMBL3287633	Fc1ccc(cc1)C(=O)N[C@@H]2CCC[C@@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735574	8.38	0	test
CHEMBL3287631	Clc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3cccc4ccccc34)cc1Cl	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735572	7.38	0	test
CHEMBL3287616	Fc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc(F)cc3)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735557	7.43	0	test
CHEMBL3287615	Cc1ccc(CN[C@H]2CCCC[C@H]2NC(=O)c3ccc(F)cc3)cc1	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735556	7.19	0	test
CHEMBL3287614	Fc1ccc(cc1)C(=O)N[C@@H]2CCCC[C@@H]2NCc3ccc(Cl)c(Cl)c3	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735555	8.16	0	test
CHEMBL3287613	Fc1ccc(cc1)C(=O)N[C@@H]2CCCC[C@@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735554	8.42	0	test
CHEMBL3287612	O=C(N[C@@H]1CCCC[C@@H]1NCc2c[nH]c3ccccc23)c4ccccc4	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735553	7.49	0	test
CHEMBL3287611	O=C(N[C@@H]1CCCC[C@@H]1NCc2cc3ccccc3[nH]2)c4ccccc4	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735552	7.77	0	test
CHEMBL1237140	CCCCC1(CCCC)N[C@@H](Cc2c1[nH]c3ccccc23)c4nc(c[nH]4)c5ccccc5	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735551	9.19	0	test
CHEMBL3287632	Fc1ccc(cc1)C(=O)N[C@@H]2CCCC[C@H]2NCc3c[nH]c4ccccc34	CHEMBL2028	P32745	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Somatostatin receptor				2014.0	orthosteric	14735573	8.43	0	test
CHEMBL3330019	C[C@H](CCCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	CHEMBL5409	Q8TDU6	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Steroid-like ligand receptor				2014.0	orthosteric	15085456	4.76	0	test
CHEMBL3329940	C[C@H](CCO)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	CHEMBL5409	Q8TDU6	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	Steroid-like ligand receptor				2014.0	orthosteric	15085455	4.61	0	test
CHEMBL3040381	COc1cccc(OC)c1c2cc(nn2c3ccc(cc3C(C)C)C(=O)N(C)CCCN(C)C)C(=O)NC4(C5CC6CC(CC4C6)C5)C(=O)O	CHEMBL5106	Q63384	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neurotensin receptor				2014.0	orthosteric	15080431	8.24	0	test
CHEMBL3326831	CC(C)C[C@H](NC(=O)Cn1cc(C(=O)C(F)(F)F)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc12)C(=O)O	CHEMBL5106	Q63384	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neurotensin receptor				2014.0	orthosteric	15080430	6.69	0	test
CHEMBL3326832	CC(C)C[C@H](NC(=O)Cn1ccc2cc(NS(=O)(=O)c3ccc(C)cc3)ccc12)C(=O)O	CHEMBL5106	Q63384	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neurotensin receptor				2014.0	orthosteric	15080429	5.82	0	test
CHEMBL3272438	Cl.CC(C)NCC(O)COc1ccc(cc1OCC(O)CNC(C)C)C(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688556	6.48	0	train
CHEMBL3272437	Cl.CC(C)NCC(O)COc1ccc(C)cc1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688555	6.66	0	train
CHEMBL3272436	Cl.CC(C)NCC(O)COc1cccc(C(C)C)c1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688554	5.35	0	train
CHEMBL3272435	Cl.CC(C)NCC(O)COc1cccc(C)c1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688553	5.8	0	train
CHEMBL3272434	CC(C)NCC(O)COc1ccccc1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688552	6.73	0	train
CHEMBL3272440	Cl.CC(C)NCC(O)COc1cc2ccccc2cc1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688558	6.8	0	train
CHEMBL3272439	CC(C)NCC(O)COc1cc2CCCCc2cc1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1977.0	orthosteric	14688557	6.89	0	train
CHEMBL3393402	CC(C)C[B-]1(O)OCc2cc(ccc2O1)[C@@H](O)C[NH2+]C(C)(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				2015.0	orthosteric	15153052	7.55	0	test
CHEMBL6995	CC(C)NCC(O)COc1ccc(NC(=O)C)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	131708	5.8	0	train
CHEMBL346539	CC(C)NCC(O)CO.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	720164	4.48	0	train
CHEMBL160282	CCC\C(=N/OCC(O)CNC(C)C)\C.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	736779	6.0	0	train
CHEMBL1161383	CC(C)(C)NCC(O)CON=C1CCCCC1.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	734300	7.09	0	train
CHEMBL554669	Cl.Cl.CC(C)(C)NCC(O)CNC(C)(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	729500	4.2	0	train
CHEMBL156258	CC(C)COCC(O)CNC(C)C.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	728364	5.45	0	train
CHEMBL347002	CC(C)(C)NCC(O)CO.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	727133	4.11	0	train
CHEMBL1161388	CC(C)COCC(O)CNC(C)(C)C.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	727130	7.49	0	train
CHEMBL41378	CC(C)NCC(O)CON=C1CCCCC1.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	724663	6.48	0	train
CHEMBL555848	Cl.CC(=NOCC(O)CNC(C)(C)C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	724660	7.65	0	train
CHEMBL346326	CC\C(=N/OCC(O)CNC(C)C)\C.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	722257	6.05	0	train
CHEMBL545575	Cl.CC(C)NCC(O)CO\N=C(/C)\C=C\c1ccccc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	752218	6.12	0	train
CHEMBL1161385	CC(C)OCC(O)CNC(C)(C)C.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	752215	6.37	0	train
CHEMBL543940	Cl.Cl.CC(C)NOCC(O)CNC(C)(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	748585	5.5	0	train
CHEMBL1161387	CCC\C(=N/OCC(O)CNC(C)(C)C)\C.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	748582	6.53	0	train
CHEMBL346972	CC(C)NCC(O)COC(C)C.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	744707	6.01	0	train
CHEMBL1161382	CC(C)(C)NCC(O)CO\N=C\1/CC2CCC1(C)C2(C)C.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	742078	6.73	0	train
CHEMBL156871	C\C(=N\OCC(O)CNC(C)(C)C)\CCc1ccccc1.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	742075	7.52	0	train
CHEMBL1161386	C\C(=N/OCC(O)CNC(C)(C)C)\C=C\c1ccccc1.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	740692	8.02	0	train
CHEMBL541607	Cl.COCC(O)CNC(C)(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	739355	4.13	0	train
CHEMBL263065	CC(C)NCC(O)CON=C(C)C.OC(=O)\C=C\C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	739352	6.71	0	train
CHEMBL540337	Cl.CC(C)NCC(O)CO\N=C\1/CC2CCC1(C)C2(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	719098	6.38	0	train
CHEMBL1161384	CC\C(=N/OCC(O)CNC(C)(C)C)\C.OC(=O)\C=C/C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	716542	6.3	0	train
CHEMBL155714	CC(C)NCC(O)CO\N=C(\C)/CCc1ccccc1.OC(=O)C(=O)O	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1980.0	orthosteric	715332	7.68	0	train
CHEMBL26917	CC(C)NCC(O)COc1ccc(C)c2CCCc12	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	70879	7.5	0	train
CHEMBL173976	CCC(C)(C)NCC(O)CON=C1c2ccccc2c3ccccc13	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	63021	7.07	0	train
CHEMBL1741004	COCCc1ccc(OC[C@H](O)CNC(C)C)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	62984	5.24	0	train
CHEMBL1744069	CC(C)(C)NC[C@@H](O)COc1nsnc1N2CCOCC2	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	54092	7.86	0	train
CHEMBL1788270	CC(C)(C)NC[C@@H](O)CON=C1c2ccccc2c3ccccc13	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	47678	7.74	0	train
CHEMBL2110257	CCC(C)(C)NC[C@H](O)CON=C1c2ccccc2c3ccccc13	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	43983	7.13	0	train
CHEMBL148306	COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	40360	7.02	0	train
CHEMBL368457	CC(C)(C)NCC(O)CON=C1c2ccccc2c3ccccc13	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	34428	7.18	0	train
CHEMBL305153	CC(C)(C)NC[C@H](O)CON=C1c2ccccc2c3ccccc13	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	31963	7.77	0	train
CHEMBL31416	COC(=O)CCc1ccc(OCC(O)CNCc2ccccc2)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	116490	4.9	0	train
CHEMBL768	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	116484	5.2	0	train
CHEMBL31450	CC(C)NCC(O)COc1cccc(c1)C(=O)OC=C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	115151	7.2	0	train
CHEMBL31335	CCOC(=O)C(C)(C)NCC(O)COc1ccccc1C(=O)OC	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	111354	7.8	0	train
CHEMBL31608	CCOC(=O)c1ccc(OCC(O)CNC(C)C)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	111351	6.1	0	train
CHEMBL13284	COC(=O)c1ccccc1OCC(O)CNC(C)C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	108545	7.9	0	train
CHEMBL30289	COC(=O)\C=C\c1ccc(OCC(O)CNC(C)C)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	106221	6.1	0	train
CHEMBL281298	COC(=O)c1ccccc1OCC(O)CNC(C)(C)CO	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	105134	7.4	0	train
CHEMBL284909	CC(C)NCC(O)COc1ccccc1C(=O)OC=C	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	105066	7.9	0	train
CHEMBL30622	CCOC(=O)CCNCC(O)COc1ccccc1C(=O)OC	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	142619	6.6	0	train
CHEMBL31583	COC(=O)CCc1ccc(OCC(O)CNCCCc2ccccc2)cc1	CHEMBL5414	Q8K4Z4	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor				1982.0	orthosteric	139132	4.8	0	train
