CHEMBL_ID_compound	canonical_smiles	CHEMBL_ID_protein	accession	L1	L2	L3	L4	L5	L6	L7	L8	year	binding_type	activity_id	pchembl_value	binding_binary	Subset
CHEMBL606558	COc1ccc(cc1)S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4C)c3c2	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513798	9.0	0	train
CHEMBL610254	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccc(C)cc4)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513795	9.0	0	train
CHEMBL609994	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccc(I)cc4)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513679	9.52	0	train
CHEMBL609995	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccc(F)cc4)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513676	9.0	0	train
CHEMBL606557	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4cccc(c4)C(F)(F)F)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513673	9.0	0	train
CHEMBL606556	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513660	9.4	0	train
CHEMBL606547	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccccc4Cl)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513541	9.0	0	train
CHEMBL609992	CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccccc4F)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513538	9.0	0	train
CHEMBL609736	CN1CCC[C@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccc(F)cc4Cl)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1514049	7.46	0	train
CHEMBL610256	CN1CCC[C@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)cc23	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2005.0	orthosteric	1513943	8.7	0	train
CHEMBL1642425	CCN1CCN(CC1)c2cn(c3ccc(Cl)cc23)S(=O)(=O)c4ccccc4Br	CHEMBL3371	P50406	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor				2011.0	orthosteric	5136820	7.69	0	train
CHEMBL3104199	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(F)cc3F)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877540	6.82	1	test
CHEMBL3104200	CCC(CC)C(=O)Nc1ccc(N2CCC(CC2)C(C(=O)N(CC)CC)c3ccccc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877539	7.92	1	test
CHEMBL3104201	CCN(CC)C(=O)C(C1CCN(CC1)c2ccc(NC(=O)C3CCOC3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877538	7.6	1	test
CHEMBL3104202	CCN(CC)C(=O)C(C1CCN(CC1)c2ccc(NC(=O)Cc3c(C)onc3C)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877537	7.85	1	test
CHEMBL3104182	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3onc(C)n3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877536	7.07	1	test
CHEMBL3104183	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3onc(n3)C(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877535	7.39	1	test
CHEMBL3104184	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3noc(n3)C(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877534	6.89	1	test
CHEMBL3104185	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3oc(nn3)C(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877533	6.66	1	test
CHEMBL3104186	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3nnc([nH]3)C(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877532	6.08	1	test
CHEMBL3104221	CC(=O)N1CCc2ccc(cc12)N(C3CCN(Cc4ccccc4)CC3)C(=O)[C@H]5C[C@@H]5c6ccccc6	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877591	4.96	1	test
CHEMBL3104222	CC(=O)N1CCc2ccc(cc12)N(C\C=C/c3ccccc3)C4CCN(Cc5ccccc5)CC4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877590	4.66	1	test
CHEMBL3104223	CC(=O)N1CCc2ccc(cc12)N(CC#Cc3ccccc3)C4CCN(Cc5ccccc5)CC4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877589	5.04	1	test
CHEMBL3104220	C\C=C\C(=O)N(C1CCN(Cc2ccccc2)CC1)c3ccc4CCN(C(=O)C)c4c3	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877587	4.52	1	test
CHEMBL3104217	CC(=O)N1CCc2ccc(cc12)N(C3CCN(Cc4ccccc4)CC3)C(=O)\C=C\c5ncc[nH]5	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877584	4.77	1	test
CHEMBL3104218	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)c3c(C)onc3C)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877564	7.59	1	test
CHEMBL3104219	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)c3c(C)cnn3CC)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877563	7.46	1	test
CHEMBL3104203	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)c3c(C)cnn3C(C)(C)C)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877562	6.52	1	test
CHEMBL3104204	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)Cc3c(C)onc3C)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877561	7.7	1	test
CHEMBL3104178	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C3CCOC3)c4ccccc4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877508	7.47	1	test
CHEMBL3104179	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4ncccn4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877507	7.48	1	test
CHEMBL3104180	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2C#N)c3onc(n3)C(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877506	7.96	1	test
CHEMBL3104181	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3cccc(F)c3)c4occn4)c(c1)C#N	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877505	8.15	1	test
CHEMBL3104205	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)Nc3c(C)onc3C)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877560	7.8	1	test
CHEMBL3104206	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)C(C)(C)c3ccc(Cl)cc3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877559	7.14	1	test
CHEMBL3104207	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)C3(CCCC3)c4ccccc4)cc2F)c5ccccc5	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877558	7.7	1	test
CHEMBL3104208	CC[C@H](C)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccccc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877557	7.15	1	test
CHEMBL3104209	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)C3CCCC3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877556	7.1	1	test
CHEMBL3104210	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)[C@H]3CCOC3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877555	7.19	1	test
CHEMBL3104211	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)CC3CCCC3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877554	5.52	1	test
CHEMBL3104212	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)CC3CC3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877553	6.52	1	test
CHEMBL3104213	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(NC(=O)C3(C)CCCCC3)cc2F)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877552	7.15	1	test
CHEMBL3104214	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3cccc(F)c3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877551	7.48	1	test
CHEMBL3104215	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3cccc(Cl)c3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877550	7.3	1	test
CHEMBL3104216	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3cccc(OC)c3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877549	7.4	1	test
CHEMBL3104191	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(F)cc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877548	6.7	1	test
CHEMBL3104192	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(Cl)cc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877547	7.0	1	test
CHEMBL3104193	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(cc3)C#N)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877546	7.36	1	test
CHEMBL3104194	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(OC)cc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877545	7.74	1	test
CHEMBL3104195	CCOc1ccc(cc1)C(N2CCN(CC2)c3ccc(NC(=O)C(CC)CC)cc3F)C(=O)N(CC)CC	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877544	7.36	1	test
CHEMBL3104196	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(OC(F)(F)F)cc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877543	7.59	1	test
CHEMBL3104197	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(O)cc3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877542	7.0	1	test
CHEMBL3104198	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(C(=O)N(CC)CC)c3ccc(F)c(F)c3)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877541	6.48	1	test
CHEMBL3104187	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3nc(C(C)C)n(C)n3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877531	5.71	1	test
CHEMBL3104188	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)C3=CC(=O)N(N3)C(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877530	6.47	1	test
CHEMBL3104189	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3oc(CC)cn3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877529	6.34	1	test
CHEMBL3104190	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3cc(C)n[nH]3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877528	6.09	1	test
CHEMBL3104113	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3nc(C)ns3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877527	6.96	1	test
CHEMBL3104114	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3noc(CC)n3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877526	6.62	1	test
CHEMBL3104115	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3noc(n3)C4CC4)c5ccccc5	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877525	6.57	1	test
CHEMBL3104117	CCC(CC)c1onc(n1)c2ccc(N3CCN(CC3)C(C(=O)N(CC)CC)c4ccccc4)c(F)c2	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877523	6.32	1	test
CHEMBL3104118	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3noc(CF)n3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877522	6.8	1	test
CHEMBL3104119	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3c(C)onc3C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877521	5.0	1	test
CHEMBL3104120	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3cnn(C)c3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877520	6.05	1	test
CHEMBL3104121	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3cccnc3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877519	6.13	1	test
CHEMBL3102871	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3ccccc3)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877518	6.38	1	test
CHEMBL3104123	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4oncn4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877516	6.62	1	test
CHEMBL3104124	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4onc(C)n4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877515	7.57	1	test
CHEMBL3104125	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4onc(CC)n4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877514	7.57	1	test
CHEMBL3104227	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4onc(n4)C(C)C)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877513	6.77	1	test
CHEMBL3104228	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4onc(n4)c5ccccc5)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877512	6.14	1	test
CHEMBL3104175	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4oc(nn4)C(C)C)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877511	6.54	1	test
CHEMBL3104176	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3ccccc3)c4noc(CC)n4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877510	6.82	1	test
CHEMBL3104177	CCC(CC)C(=O)Nc1ccc(N2CCN(CC2)C(c3onc(C)c3)c4ccccc4)c(F)c1	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877509	7.42	1	test
CHEMBL3104116	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3noc(n3)C(C)(C)C)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877524	6.22	1	test
CHEMBL3104122	CCN(CC)C(=O)C(N1CCN(CC1)c2ccc(cc2F)c3ccccc3OC)c4ccccc4	CHEMBL4018	P49146	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Neuropeptide Y receptor				2014.0	allosteric	13877517	7.11	1	test
CHEMBL468633	CCn1c(Br)nc2c(N)ncnc12	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834865	4.56	1	train
CHEMBL3087715	CCn1c(nc2c(N)ncnc12)c3occc3	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834864	5.33	1	train
CHEMBL3087716	Cn1c(nc2c(N)ncnc12)c3occc3	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834862	5.19	1	train
CHEMBL3087717	Nc1ncnc2c1nc(c3occc3)n2CCO	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834860	5.41	1	train
CHEMBL3087706	CCCn1c(nc2c(N)ncnc12)c3occc3	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834858	6.1	1	train
CHEMBL475455	Nc1ncnc2c1nc(Br)n2CCCO	CHEMBL256	P0DMS8	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor				2013.0	allosteric	13834857	5.49	1	train
